id,module,source,type,member,kind,static,signature,owner,runtime_features,profiles,environments,status,owner_beads,test_owner_beads,diagnostic_policies,tests,rule_id,notes
hxc-stdlib-api-v1:db5d0d36c8a1c9807050e173e702789d846d0564db43e7b031dac99daed54ce2,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationAcad,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:91b86994400f0b59c27ee009e1677ad80dcc763b1b9fd85b077eba99fcffbb6b,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationArj,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:52ae302a7673ba5b283a7b781d55b94ff3ff8e7098f87aead1d94d45cf7433a7,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationBase64,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:d0caef17ee1e19467c1b59193b7fd905f884b26fef46231d719aa45d310167e3,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationBinhex,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:3a2897b9ebeb7626c0ba001b86b9a22ca5beccc66a8f773796f245f1b67f3e14,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationBook,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:402624a184ceaaf8fbf0e71735ab9ddccacec0e7be7066127927098848af9fc5,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationCdf,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:c2458a043d7ddbcf7b19c5cc87172965922a4bbd9261d18a6018f959a2b61f6a,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationClariscad,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:336abfe8007c2de43a20ddbcf114860bd3abfb0d570cd79d5dcf66573ed25d28,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationCommonground,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:7a4d43b1532434e40e85e14ab80c98681aa797ea782635d93cb2e86f55619727,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationDrafting,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:814f6e911523226740797278555455ede862308efc962f20c344c8cf3301a2ab,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationDsptype,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:a5e5623bc66178cdb42b5f06f294b9ecaf1520bcebfb2acb8906b0e488e32f91,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationDxf,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:61125d78464173e843b3da7dc3d13a2c03c69daa607f51d248cbf52bc3909166,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationEnvoy,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:c2616b3dc07dcaa7ed4e5342015eaa4890e9c240c00afdc2cc516b466e6f6eb1,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationExcel,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:d7ebd62e0fc238e2c6a350677498c8ff5f45a7730cc8f3f22f67254612437242,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationFreeloader,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:d55daa7b40acf1228088f7ad65848e2772887520c9a8c28d59a2027bf679c1bc,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationFuturesplash,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:56d7de07cf8da46fc92668d25800a21de6fb53a0068a06a8808749c382717407,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationGnutar,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:0f625a619b248e1add07d50c6b323465a4d8689e4fa6d23ca70eb8f44a04c78a,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationGroupwise,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:2cb2a08655a6db1410815a27686e4f8962710e5df3c88cd98420ca0f1e1e23d4,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationHlp,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:e145834991152a1f7e731972a15c7554e031b950d4038ffc8505a64e7e4ce2e7,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationHta,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:6bd75a0ea946bf34768e36c55ab38aeaf399b959f6532a2129761bcf80d4203d,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationIDeas,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:200bbe969a9b57dce47ae350b68cfab17e70cb663f5f045f3944b8df40987afe,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationIges,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:34a5fdb06683522f00572bb526766160e8e0b3cd310e6b19166f5da679d07515,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationInf,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:135ba89bdd952c81d3f54599650f50e7849eb75fe9731ce2ffd868eb60010a67,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationJava,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:0a84f6dfb38e22faad2c6cdd2a62e3940b04a02d3585c35b9915859422022419,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationJavaByteCode,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:53f9bc530e4d5ffad856dc4d54280fa579d50f4256081fadcb1f16c259666a11,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationJavascript,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:78ba8a9f2e2753f9181b30f6b65729f870a28d7610f211925c1e664fcaa0aac1,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationJson,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:4a3a10139345ea2f14fcf7be6dcbf10abca31430f1748a1c99989bf080480585,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationLzx,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:8990df42f9c4db86792a07c5ef4c73337b8ee035cd17fadad28d650df482362f,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMacBinary,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:e750d9350727b82917f71666f4ba32ad830027dce9fd1e446333665297732d12,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMacCompactpro,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:67a53eaa38b38568439bf6c0eb154911fac7ed26a1de6d0d0b7d046f996f95d8,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMacbinary,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:5009761d0bdcb25c5a67754e1a0ebac35fc7b8d8d3279c0583310e75bb027231,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMarc,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:b4f2da3285bbd72cdc80e4c8b7d87112643e5259153786bfbd6f19dfaf401c2d,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMbedlet,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:f3c2c1dd69fcc222bef89b060431f7311d2e7ad69745e746dfcff76e2a85509b,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMcad,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:8436c03d655a12a4505758873b6121718f7dcc202bb5599c43e7ad220c9ce365,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMime,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:ecaf044eefdf7b2e58ab4862b1872f5a515119b20ed6228918a95d49752dd379,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMspowerpoint,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:279131bb0115c56e1960b8cfa175cafd4ed64fbba89267881fd238d468428f86,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMsword,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:830bdea2594dd52c5225bb63bd6bdb6030792d8760b4de2e0aa9b9000ae8a822,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationMswrite,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:510fe1c55761327d90f4d81a2d36de489b3d604c565cc784558e660ed69bfcac,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationNetmc,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:1820f69ade2a360e7098532dcf04e19e79989ae669668e7b4f178f0367ffce60,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationOctetStream,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:46ade020b52f41b4ee6582503190e66b4bb67023db98d591d56c2332892727ed,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationOda,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:c615a8404e521f0ca04d6f1bc6986da2ecfdb2df2b217d78c5b1d0fcf438d484,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPdf,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:393783cb20c33fa4f10b2807827473afa0e2edfd6a6a27100c0ca7a6853f4406,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkcs10,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:3422ead20d96ba1a3e52960c2ac7367c1554a71d55279ece9e2fd4f614f57bf8,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkcs12,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:2463586bcacfd4ddd6cf16578c97f80ba4740055768ffd1c6c8c719f33e73174,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkcs7Mime,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:9a2b8320d4f73124990a96df91d2f9e8f9d86504ed4fc489110336b8898d564d,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkcs7Signature,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:269ce110ad6e854b7a0a768a47295fd3d012d1b2262eb686dfe26717b50c5796,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkcsCrl,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:3ea5efa5256c9d3141514725925f0f439f6a4eed56b2ad4f5b8e1f8b100314b1,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPkixCert,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:df83db5da4a0c94eb077e4c0874c30d958c3bc8716a49c568564687b111c2135,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPostscript,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:6302badf37383d5d5c2c40d9754c499314a387494a666db99b1aefb64edc6144,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationPro_eng,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:72814682e60780262e162efce8af7a642caee603d5e5880efdd5f0aa5625204c,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationRingingTones,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:cdd024ce2fa70e7f754d256b4fb069b2be43d0091cadda47ce18bb3e8f516430,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationRtf,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:da60d00cc39e42d02c1608b33365015985ea3f1bd85831dec483771973f7cfd2,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSdp,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:b8ee3f1f11b99950812f77f1348cb7379da9d342766c56dc3dc54aafb394f374,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSea,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:f4868945b61f83bc54afd03941956badea0d50afc553a7ce16ca248302d3c77f,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSet,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:5727d4c97a0c7b47f4cb97c3617778cae0ed37d08c3fe41eb74cfe6520770339,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSla,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:f1b0e2243e62ed04e92fd2d6e559eb0e3a67ae6ab2686b3921b4f5cf6c62a821,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSmil,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:884216d83bb2c850e4c1565d9eb865eca21770c718529455949bc1f4dbf6aa0f,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSolids,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:ee4174df8761e1fefea7db5b783890ffe65a53039115c97a278d4cb4aaa8375c,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationSounder,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
hxc-stdlib-api-v1:a159d3663e99986d0882dba8103b10c665ab38b6bb422f112e294023f0af8d12,haxe.io.Mime,haxe/io/Mime.hx,haxe.io.Mime,ApplicationStep,field,no,haxe.io.Mime,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T04,E5.T12,planned-unsupported,,io-value-utilities,"Value-only enums, tables, and path algorithms should remain ordinary optimized Haxe-to-C code; platform filesystem meaning is owned separately."
